Genes	Similarity(max 1)
HCST	0.979381443
CRYGA	0.979381443
MEIS3	0.979381443
CLTCL1	0.979388899
TAS2R43	0.97939156
METTL21B	0.979405034
XDH	0.979405034
ARMC7	0.979407333
SCN3B	0.979409746
CLEC4G	0.979411765
OR7E24	0.979411765
EDARADD	0.979414951
CRTAM	0.979415397
FBLN7	0.979426096
EPM2A	0.979456019
CSGALNACT1	0.979456193
TIMD4	0.979462875
CD7	0.979483283
ZDHHC17	0.979490501
NADSYN1	0.979495942
PCDHB16	0.9795
MEOX1	0.979506288
RCCD1	0.979522184
MRO	0.979525862
CD34	0.979531076
TPBG	0.979533214
SYCE3	0.979545455
MOBP	0.979545455
H2BFWT	0.979545455
IL20RB	0.979552093
MRPL22	0.979564033
IFNL2	0.979564033
SPINK14	0.979591837
PTGES	0.979616307
CD177	0.979617048
CMC2	0.979619565
RASGRP1	0.979625437
MB21D1	0.979626486
ADRB1	0.979627072
ADO	0.979630126
CA14	0.979634831
CD101	0.979638009
DSCR3	0.979639781
MKNK1	0.979639781
SF3B5	0.979647218
RNF122	0.979662987
COA3	0.979669632
ST3GAL6	0.979676088
ARHGAP1	0.979680697
PKIB	0.979695431
MRGPRX1	0.979695431
ZFYVE20	0.97971246
OSBPL7	0.979720471
PLOD3	0.979721166
SPATA31A1	0.979724656
RPL37	0.97972973
FAM48B1	0.97972973
UBALD2	0.979744936
KRT40	0.979752531
GALNTL5	0.979761905
OIT3	0.97977244
PRAMEF11	0.979775281
CBX6	0.979777954
MORN1	0.979779412
PIGH	0.979790941
NDUFA7	0.97979798
TMEM173	0.97979798
FAM9C	0.97979798
C5orf28	0.97979798
RIPK1	0.979801689
OR4N4	0.979805535
KCTD10	0.979808178
TDGF1	0.979809976
SH3BP5L	0.979810726
ZNF114	0.979817708
CRB2	0.979844413
NMUR1	0.979845482
PPFIBP1	0.979845977
UBR2	0.979850463
SH2D4B	0.97985782
CACYBP	0.979896239
C4orf19	0.979896611
SRSF8	0.979905437
TOMM22	0.979908676
NUBP2	0.979910714
HOOK2	0.979913352
C12orf52	0.979919679
TPH1	0.979924037
OTOP3	0.979955457
CDC5L	0.97997395
IL2RA	0.97997998
PPP1R17	0.98
PRRT3	0.98
PAGE2	0.98
CYGB	0.980010805
TUSC5	0.980011261
CALY	0.980023502
CD44	0.980051631
PZP	0.980056362
ALKBH7	0.980075901
HIST3H2BB	0.980088496
C7orf33	0.980088496
MPST	0.980099502
HEPACAM	0.980107985
UBQLN4	0.980109542
BEX4	0.980111376
EREG	0.980116175
ELSPBP1	0.98013245
C8orf42	0.980136561
PLEKHF1	0.980144404
MBOAT4	0.980156344
FSD1	0.980169972
LAMP1	0.98020219
BOD1L2	0.980204342
PRAF2	0.980205859
USB1	0.980217606
MOK	0.980223124
RAB1B	0.98022356
NKAP	0.980224127
ANKRD16	0.980227681
EPRS	0.980233042
CENPH	0.980234261
SLC9A2	0.980251015
SFTA2	0.980263158
ZNF397	0.980263158
SPRR1A	0.980263158
GOSR2	0.980267152
SH2D3A	0.980274955
NMNAT3	0.98028552
ATG4B	0.980290456
PRR5L	0.980295567
UBL5	0.980306346
KRT6C	0.980306346
TICAM1	0.98030888
SLC26A1	0.980309423
PA2G4	0.980331263
PRR5	0.980331899
SMAD3	0.980359613
ATP5D	0.980360065
RASA3	0.980377907
HILPDA	0.980378416
YPEL4	0.980392157
ZNF670	0.980392157
TGFBI	0.980392157
SLC9A3R2	0.980392157
CGB	0.980392157
SULT1A4	0.980392157
ZNF559	0.980401307
CD244	0.980415667
TNNI2	0.980424144
PKP2	0.980424922
SHISA7	0.980425532
UBXN6	0.980426022
FAM71D	0.980431849
THTPA	0.980433263
MS4A10	0.980443286
CHTF18	0.980449658
C1orf115	0.980451635
NDUFB3	0.980456026
MOB1B	0.980456026
FLCN	0.98046663
THEM6	0.980470484
SCGB2A1	0.980477223
LRRC25	0.98048983
NMUR2	0.980497318
ARL2BP	0.980502822
DUSP8	0.980512037
MMP20	0.980512821
C4orf26	0.980523842
HMGB1	0.980544747
SLC35A1	0.980546793
NECAB1	0.980555556
CYP2C9	0.980561555
PHYHD1	0.980568012
KRTAP27-1	0.980568012
FAM134A	0.980571848
TWIST1	0.980582524
MAGEA6	0.980588235
MMADHC	0.980590062
RBPJ	0.980597015
PES1	0.980601569
KIAA0586	0.980606931
DNAJB13	0.980611046
CGA	0.980620155
GRAMD3	0.980621572
ARF3	0.980626781
FUNDC2	0.980628272
UBXN10	0.980651731
ING5	0.980669496
ELOVL6	0.98067287
SMCR8	0.980673935
ACTG1	0.980678851
CLEC4D	0.980688935
KRTCAP3	0.980694981
POFUT1	0.980694981
IFNA14	0.980694981
SCMH1	0.980705457
EIF4E3	0.980705805
FRAT2	0.980707395
PRDX3	0.980719794
NIPA2	0.980720446
RAB18	0.980721171
RPGR	0.980727113
TNP2	0.980738363
C1orf21	0.980739147
SKA3	0.980744544
IGLL1	0.980744544
COL4A5	0.980745147
CD3EAP	0.980745721
MOGAT1	0.980751604
SOX15	0.980755524
TAF9B	0.980769231
RAB41	0.980769231
TXN2	0.980769231
OR6B1	0.980769231
LPAR5	0.980776775
C21orf2	0.980778958
PDHX	0.980779791
TSPAN15	0.980780431
UCP2	0.980781975
TOLLIP	0.980786825
STX3	0.980805538
LRCH3	0.980811404
FADD	0.980820106
XYLT1	0.98082711
OR6B2	0.980830671
FAM92A1	0.980839416
TGOLN2	0.98083972
AGAP1	0.980854633
GEMIN5	0.980868286
CBX3	0.980874317
TRIM10	0.980884762
SLC26A9	0.980889074
SMR3B	0.98089172
OR51A4	0.98089172
SLC32A1	0.980899324
IL15RA	0.980911983
DUSP7	0.980919341
GBP6	0.980940004
PPP1R2	0.980949673
SNAPC2	0.980967486
APOA2	0.980972516
ZFP90	0.980973952
TBC1D17	0.980983302
VEZT	0.980991174
PHLDA1	0.981011308
NPS	0.981012658
FAM210A	0.981012658
SLC46A2	0.981012658
ACTL9	0.981026001
ZP2	0.981032201
NTSR2	0.981036662
CKLF	0.981042654
AK9	0.981046065
MIOX	0.981046931
RBMS3	0.981049563
TXNDC12	0.981052632
TEKT3	0.981056257
TTPA	0.981057269
ZNF337	0.981071543
GPR124	0.981077672
DIRC2	0.981082501
EIF4E	0.981104651
MBIP	0.981120585
SNAP29	0.98112706
FAM46A	0.981128716
CD48	0.981132075
TMEM256	0.981132075
DCD	0.981132075
NOP16	0.981154299
CLCF1	0.981155015
OLFML2A	0.981158961
C2orf54	0.981171548
C19orf12	0.981171548
PI3	0.981182796
SHPK	0.981184669
PARP4	0.981191223
LEAP2	0.981196581
GPSM3	0.981199642
RSL24D1	0.981205951
PPIE	0.981206497
RNF222	0.981206726
PIK3R3	0.981208325
TMSB10	0.981210856
ALKBH3	0.981212639
FAM110C	0.981219449
MON1B	0.981220657
TRABD	0.981224855
APRT	0.981226533
EBI3	0.981233244
SPATA16	0.981234568
VCAM1	0.981235846
SPRY3	0.981238274
TAS1R3	0.981242673
C9orf153	0.98125
TMBIM1	0.981252663
ZNF662	0.981254882
TSPAN18	0.981262327
ODAM	0.981264637
PCYT1B	0.981277533
PTX4	0.981288981
PLA2G7	0.981303116
SH3RF3	0.981303419
TPRG1L	0.981304528
ARHGDIB	0.981308411
LCE1C	0.981308411
PPP1R16A	0.981317142
ZNF135	0.981333333
ARL14EPL	0.981337481
DIRAS1	0.981339188
CD164L2	0.981340705
TK2	0.981345244
SNRNP35	0.98134715
DTHD1	0.981360947
RPL18	0.98136646
C10orf53	0.98136646
KLLN	0.981371719
FLG2	0.981374133
NDUFB9	0.981375358
ATP5F1	0.981378026
PROP1	0.98137931
HMGB4	0.981385729
PDX1	0.981386393
TBC1D28	0.981387479
RNF121	0.98139313
OR51E1	0.981398332
CRIPT	0.981399469
RPLP2	0.981404959
TRIM39	0.981409002
CCL7	0.981412639
C20orf196	0.981418919
POFUT2	0.981421936
WNT7B	0.981425091
MED6	0.981426449
CHST15	0.981427379
LYRM4	0.981430536
UAP1	0.981449525
ERP44	0.981450253
C16orf88	0.981452859
COPS6	0.981455064
TCL1B	0.981455064
GP5	0.981470759
OPN5	0.981470924
SLC7A1	0.981478863
CCNA1	0.981481481
HAUS8	0.981481481
ATP6V0C	0.981481481
RALY	0.981495759
GDAP1	0.981505266
ZNF181	0.981506849
COPS8	0.981511691
TESK1	0.981511915
OGFOD2	0.981519507
TM6SF2	0.981519507
HIST1H2AM	0.981519507
C6orf163	0.981524249
PLA2G2A	0.981527094
HYLS1	0.981534091
ATP6V0A4	0.981552384
NTNG1	0.981562186
FAM216B	0.981572482
DUSP27	0.981573705
ZBTB3	0.981580223
XPA	0.981582538
RAPGEFL1	0.981585268
IL31	0.981588032
TMEM17	0.981588638
LGALS9	0.981611208
GRWD1	0.981617647
SYNRG	0.981617647
SYNC	0.981631382
ULBP3	0.981643357
MAT1A	0.981643357
ATMIN	0.981649348
XG	0.981651376
PRLR	0.981657957
TSPEAR	0.981659389
CASP10	0.981660723
RNASE1	0.981662592
DDX53	0.981664316
CTU1	0.981666667
GTSE1	0.981672026
BTG2	0.981687612
KTI12	0.981700118
TDRD9	0.981715006
SIRT3	0.981723238
ZNF415	0.98173913
CMTM6	0.9817394
WDFY1	0.981743935
TMEM54	0.981744422
NKG7	0.981751825
KCNJ14	0.981753449
RFNG	0.981758958
SYCE2	0.981759657
RFWD3	0.981762918
TMA16	0.981764706
CBX2	0.981765557
CHRNB2	0.981776362
SULT1E1	0.981776765
PLEKHG1	0.981778997
KLHDC7B	0.981779958
ITPRIPL2	0.981780782
ZFP1	0.981787378
IFITM1	0.981790592
EIF1AX	0.981805777
CCDC25	0.981808865
VPS72	0.981818182
UBE2J2	0.981818182
CXCL6	0.981818182
C7orf45	0.981834696
PLA2G10	0.981836529
TM2D2	0.981845238
IFI27	0.981845688
H6PD	0.981846019
KANK4	0.981847885
SOCS3	0.981867025
GALNS	0.981871838
CLLU1OS	0.981873112
PRDX5	0.981873112
ABCC12	0.981877023
RIMBP3B	0.981888035
PECR	0.981890209
FAM154A	0.98189797
ZNF549	0.981898239
C1orf198	0.981902058
ZSCAN22	0.981903643
CYP4A22	0.981905911
APOPT1	0.981907895
FAM26E	0.981947484
DYNC1LI1	0.981949458
ANKRD24	0.981958079
SERP1	0.981960151
ABCG2	0.981960598
MRPL42	0.981977594
DHRS7C	0.981981982
CDSN	0.981990521
FDXACB1	0.981996727
CABLES1	0.981999053
IL2	0.982
ADM2	0.98200225
ACTL8	0.982016349
DDX19A	0.982017201
APITD1-CORT	0.982019364
NDUFB2	0.982035928
RBM23	0.982038266
LOH12CR1	0.98204023
MYOZ3	0.982051282
AAGAB	0.982069481
OAS1	0.982071713
TBC1D2B	0.982078853
CARHSP1	0.982080249
QPRT	0.982086407
MCF2L	0.982101167
FAM109A	0.982102548
GLRX	0.982107356
FOXN2	0.982113524
DHRS7	0.982115086
CXorf23	0.982118082
ZNF384	0.982120051
TASP1	0.98212766
TMEM233	0.982131461
ZNF398	0.982146564
CRY2	0.982151356
NAIF1	0.982159057
PCDHB13	0.982160234
BOLA2	0.982160555
ALOX5AP	0.98216409
C11orf86	0.982173175
EPSTI1	0.982174167
BHMT2	0.982176716
LYSMD3	0.982189401
PRAMEF10	0.982189974
TNXB	0.982190425
ZADH2	0.982193444
SERBP1	0.982194767
LDLRAD4	0.982195122
NKX2-1	0.982195846
HSPA1A	0.982195846
SESN2	0.982198361
B3GNT3	0.982199909
GRHPR	0.98220339
IFNAR1	0.982206406
WNT10A	0.982210928
UAP1L1	0.982212843
KRTAP4-1	0.982213439
FOPNL	0.982214317
SMAGP	0.98222638
GAREML	0.982232829
BAALC	0.982237339
TREH	0.982238967
CASS4	0.982240878
CST7	0.982248521
CLEC11A	0.982261641
MKNK2	0.982270713
IL1R1	0.982285032
PKD1	0.982299511
TDG	0.982309125
TNS1	0.982311206
MRPL38	0.982312066
CHID1	0.982312925
TRIM58	0.982314797
MGRN1	0.982315113
OR52K1	0.982318271
RBFOX3	0.982323232
CYBA	0.982326951
USP43	0.982332592
GRAMD2	0.982333232
IYD	0.98233916
TLR6	0.982344875
TRAM1L1	0.982349697
SLC43A1	0.982350582
KCNIP3	0.982352941
KRTAP9-4	0.982352941
SLC30A5	0.982360571
SIGLEC9	0.982363316
SLC25A47	0.98237635
MLLT11	0.982381959
SETD9	0.98238255
SORBS3	0.98238342
PTP4A3	0.982402448
MAD2L1	0.982406756
HSD17B1	0.982414449
PLA2G6	0.982420554
KCNAB1	0.982420894
TNFSF9	0.982421875
EFCAB4A	0.982425308
GMPPA	0.982444733
HSD17B7	0.98245614
AUNIP	0.98245614
POP7	0.98245614
C5orf22	0.98245614
C10orf118	0.982468443
ECSCR	0.982473223
FAM63B	0.982473611
ASAP3	0.982474227
XXYLT1	0.98249453
ASAH1	0.982498785
MED17	0.982503365
RNMT	0.982504455
VPS37C	0.982508374
NABP1	0.982517483
BCO2	0.982521383
ATG12	0.982525366
DZIP1L	0.98254228
EIF4EBP2	0.982543641
E2F6	0.982543641
IRAK1BP1	0.982552801
HPGD	0.98255814
PPID	0.982568274
SELO	0.982570806
AMACR	0.982572614
NDUFA11	0.982578397
AHSA2	0.982578397
RBM41	0.982588508
UROC1	0.982589771
CUL2	0.982591876
PRDM1	0.982595243
C1orf146	0.982597055
TMEM220	0.982601131
G6PC2	0.982602877
ZNF224	0.982605006
MRS2	0.982608696
TLR5	0.982613277
INPP4A	0.982618059
TRIM15	0.982628836
SUCLG1	0.982636148
OR10Q1	0.982642237
DCUN1D3	0.982642579
APLNR	0.982660455
SLC25A6	0.982662968
SOX21	0.982671884
FOXL2	0.982681564
C1orf85	0.982683983
PELI3	0.982685648
ZNF33B	0.982687339
TMEM255B	0.982692308
DHODH	0.982694685
FLT1	0.982695589
SMYD5	0.982704403
CNGA4	0.982704403
PTF1A	0.982706767
EXO1	0.98271237
MDM1	0.982712766
CNNM4	0.982718651
DAP3	0.982725528
MUC4	0.982725528
ELFN1	0.982726548
ZNF773	0.982728078
MAP2K2	0.982728843
DUOXA1	0.982730263
POLE4	0.982733813
GREB1	0.982735883
DDIT4	0.982748706
SPATA4	0.982758621
CCDC84	0.982758621
C8orf22	0.982758621
RIOK2	0.982767624
SIRPA	0.982775591
ZFP91	0.982778865
FBXO21	0.982779239
TFEC	0.982780344
RAD23B	0.982781813
RPS15A	0.982791587
HP1BP3	0.982794042
ZNF502	0.982806263
LZTS1	0.982809071
SLC19A2	0.9828112
NFATC1	0.982815598
OPTN	0.982815797
FAM214B	0.982826948
SPATA2L	0.982826948
ELAVL3	0.982828933
SERTM1	0.982829889
MAGEA8	0.982830077
CLDN20	0.982832618
FAM209B	0.982832618
CCDC3	0.982837529
ACAT1	0.982841455
YIPF6	0.982842344
FGF4	0.982843137
CHST8	0.982853982
UPP2	0.982857143
CYB561D1	0.982860641
FAM219B	0.98286091
APBB1IP	0.982863671
DNAJB11	0.982870644
KIAA0513	0.98287373
DAZAP2	0.982882385
NCF2	0.982883476
LYSMD1	0.982883817
PTCD2	0.982889734
CTSL2	0.982889734
NDFIP2	0.982896237
TADA1	0.982897862
HHEX	0.982905983
HRCT1	0.982905983
ZGLP1	0.982905983
CIAO1	0.982911392
EPM2AIP1	0.982920375
C11orf53	0.982922201
ANKRD22	0.982927442
ASIC5	0.982931136
DCAF12	0.982932033
RFPL4A	0.982935154
DOC2B	0.982942431
HOOK1	0.982946554
FUS	0.982951518
MRPL23	0.982954545
CABP7	0.982962963
MUS81	0.982964225
NUAK2	0.98296837
HOXD4	0.982972136
PCDP1	0.982995658
SYMPK	0.983001808
HSPA13	0.983003551
LSM12	0.983004134
POLR2D	0.983013937
LRRC8D	0.983015495
VSTM4	0.983015542
NKX2-8	0.983024691
CAPN1	0.983027834
ADRA2A	0.983029056
CCDC42B	0.983032874
MPZ	0.983033419
C3orf33	0.983040201
BHLHA9	0.983050847
FAM229B	0.983050847
PDGFB	0.983061101
MAATS1	0.983066155
NECAP2	0.983067729
TMCO4	0.983068783
RHAG	0.983074753
SNAI2	0.983077737
DSG2	0.983077737
KLHDC5	0.98308425
MASTL	0.983084297
REXO4	0.983086681
KRBA1	0.983096324
RPL31	0.983098592
FAM195A	0.983108108
C14orf80	0.983108108
CUEDC1	0.983110261
CCL15	0.983114447
KIAA1161	0.983123366
GCNT4	0.983124019
ANXA5	0.983125
PLK4	0.983126813
TNFRSF11A	0.983129856
PCNP	0.9831336
GYLTL1B	0.983139301
ICAM3	0.983146067
SGCB	0.983148772
SP140L	0.983148772
TRMT44	0.983151983
C19orf57	0.983155531
DDX17	0.983156581
GPR55	0.983158969
KRTAP17-1	0.983160622
PSMA2	0.983164983
BNIPL	0.98317757
PLEKHG6	0.983180428
ZSCAN25	0.9831815
C1QTNF1	0.983186855
SORBS2	0.983190962
CLIC1	0.9832
MGAT4A	0.983201344
BAIAP3	0.983202688
CD58	0.983208955
C19orf70	0.983208955
ANKRD33B	0.983215737
LSM3	0.983221477
HPD	0.983228512
GSTM2	0.983240223
ARHGEF10	0.983240223
RAC1	0.983243243
DNAJC14	0.983243567
CH25H	0.983248361
SDC4	0.98325723
SLC1A5	0.983260553
FBXO2	0.983260553
ZNF92	0.983266399
GSE1	0.983267158
GFRAL	0.983269962
C6orf120	0.983278808
TMUB2	0.983279396
PPM1H	0.983279743
NDUFAF4	0.983280255
ADI1	0.983281734
GFI1	0.983283804
STXBP3	0.983286908
NFE2L3	0.983286908
RPS9	0.983286908
HIST1H1A	0.983290488
SDHD	0.983295368
KLK2	0.983298539
SQRDL	0.983312732
MOCS1	0.983316977
OLFM4	0.983321988
ADRA2B	0.983324221
PATE4	0.983324912
ACSL4	0.98333014
SLC29A1	0.983333333
TJP3	0.98334655
GATC	0.983357109
PPM1F	0.983358837
RPH3A	0.983359219
PPIL6	0.983361466
ZNF140	0.983373885
ADAT3	0.983374384
LEFTY1	0.983384615
PTPRQ	0.983384997
RBM44	0.983399579
NMB	0.98340249
BCKDHA	0.983412322
CRTC1	0.983414486
SOX7	0.9834305
SHD	0.983435048
F11	0.983436853
CNPY3	0.983438035
SV2B	0.98343897
RAB40A	0.983440662
RTP1	0.983451537
HOXA9	0.983454988
OR2F1	0.983455882
ZNF605	0.983456183
KLK7	0.983461963
FAM150A	0.983463882
LYRM5	0.983463882
ECHDC3	0.983466013
ADIG	0.983471074
TP73	0.983473752
RGS18	0.983474976
BRD3	0.983477011
SPPL2C	0.983486239
NAP1L1	0.98348745
KATNAL1	0.983489268
FAM86A	0.983489514
GPIHBP1	0.983496878
CACNA1H	0.983499616
KHDC1	0.983510012
RPS16	0.983516484
DNAJC5	0.983516484
PEX16	0.983519405
CEP152	0.983522519
CCDC115	0.983526541
DDX18	0.983540205
ACER1	0.983546618
ERGIC1	0.983549177
SRFBP1	0.983552632
MCM10	0.983559209
PLAC8L1	0.983561644
PCDHB6	0.983562463
MYADML2	0.983576642
SPATA13	0.983579639
CLTC	0.983583041
C17orf78	0.983583155
MARK3	0.983583357
C12orf49	0.983583654
AURKAIP1	0.983584131
HAND2	0.983595352
TSPAN9	0.983598764
DKC1	0.983600156
GABRG1	0.983601714
KBTBD13	0.983606557
NDUFA10	0.983606557
OR2W5	0.983606557
WFS1	0.983615982
ARMC10	0.983621071
KRT14	0.98362644
SPP2	0.983628922
SPINK6	0.983628922
NDUFA4	0.983636364
DMRTA2	0.983642312
GZMB	0.983642312
PAK2	0.983645718
HIST1H4D	0.983651226
CTC1	0.983651727
OR9G1	0.983660131
SLC28A2	0.9836615
HOGA1	0.983665339
FBXO5	0.983671668
WFIKKN1	0.983675619
OR2T1	0.98368087
RNF152	0.983685801
SAP30BP	0.983687593
PMVK	0.983695652
OLAH	0.983695652
CANT1	0.983702738
NEK2	0.983703704
SHISA9	0.983705189
CDH15	0.983705278
PMPCA	0.983708673
CNGA3	0.98371146
HAO2	0.983717775
CAPN14	0.983717775
SMTNL2	0.983721953
RPS2	0.98373102
UNK	0.983731304
GINS2	0.983732877
PNMAL2	0.98373583
JAGN1	0.983744732
SCRN1	0.983745984
MSX1	0.983752621
SERPING1	0.983753501
PSMB8	0.983754513
SBNO2	0.983759643
SLC2A8	0.983766234
TFCP2L1	0.983766932
ACOX3	0.983775014
RCL1	0.983775811
TSPO2	0.983783784
CAV2	0.983785572
SEC22A	0.983791606
RFC3	0.983793254
MGAT3	0.983800623
FGL1	0.983805668
CENPT	0.983810038
RBPMS2	0.98381295
ASPDH	0.98381295
RAVER1	0.983816964
DPPA5	0.98381877
GP1BB	0.98381877
OR2T6	0.98381877
KIAA1644	0.983823093
LRRC8A	0.983826248
HOXD9	0.983827493
GJC3	0.983827493
CREB3L2	0.983830015
CPM	0.983831455
OR2A5	0.983836964
LYPD5	0.983842011
FSTL4	0.983844011
SIT1	0.983844911
DNAJC18	0.983845548
ULBP2	0.983846154
FCAMR	0.98384926
HSPA12B	0.983850129
ZNF517	0.983854167
HOXA7	0.983855186
CCR2	0.98385857
APCS	0.983870968
BYSL	0.983870968
CD74	0.983870968
ETV7	0.983870968
RUFY1	0.983870968
TAS2R31	0.983870968
FAM19A5	0.983870968
RCN1	0.983878397
STARD3	0.983878847
VAMP2	0.983886256
PABPN1L	0.983888292
POP5	0.983890954
TXNRD1	0.983908948
ATRAID	0.983910891
MEA1	0.983926521
LCE2C	0.983928571
FAM149A	0.983930779
CALML4	0.983930779
C11orf68	0.983933162
PRF1	0.983942192
ZNF446	0.983946142
LRRC8E	0.983950298
SRR	0.983953787
CPEB1	0.983955354
PGLYRP1	0.983957219
FXYD6-FXYD2	0.983957219
GGT1	0.983964365
SFRP5	0.983965794
PLAG1	0.983967391
TMEM143	0.983971505
SMIM8	0.983973007
SPOCD1	0.983978638
SPINK8	0.983981693
SLC2A13	0.983981693
FRMD4B	0.983984375
GJD3	0.983986748
PDRG1	0.983988355
SERINC5	0.983990148
DNAJC15	0.984002844
TMEM139	0.984004128
KIFC1	0.98401421
TP53RK	0.984020619
ARHGDIA	0.984025559
GPR45	0.984025559
NOL12	0.984028394
C19orf52	0.984030418
ESD	0.984037559
1-Dec	0.984042553
ARFGAP2	0.98404641
PALMD	0.984065293
F7	0.984066505
CEP55	0.984066768
SEC61A1	0.98407031
ITGAD	0.984072206
IL33	0.98407281
OR1M1	0.984076433
OR6M1	0.984076433
GLI4	0.984078848
C1orf177	0.984080189
CBR3	0.984084881
C12orf4	0.984085573
FKBP15	0.984090385
AGT	0.984096386
PRAME	0.984096386
NLRP7	0.984097287
DBH	0.984101101
SLC7A7	0.98410596
CACFD1	0.984109387
OR5D14	0.984110169
C11orf87	0.984111221
HS3ST6	0.984112974
CACNG1	0.984114977
EMD	0.984116022
TAAR5	0.984126984
PBK	0.984126984
OR9I1	0.984126984
PRR15L	0.984137475
HSD17B3	0.984140969
PFKFB2	0.984140969
DDHD2	0.984141368
RASSF4	0.984145625
TTC30B	0.984150943
SDHC	0.984153933
KCNQ2	0.98415493
OTOS	0.98415493
IL12B	0.984162896
PPP6R2	0.984162896
ARRDC2	0.984170954
F2RL3	0.984173505
OR5K2	0.984177215
PUS7	0.984180103
PLIN1	0.984187829
CGGBP1	0.984188034
RNF115	0.984194529
SPOCK1	0.984207202
ARHGAP8	0.984210526
ATG13	0.984215413
CHRND	0.98421646
PPL	0.984219425
ZNF474	0.984227129
TTLL12	0.984227129
TAS2R60	0.984227129
OR2AG2	0.984227129
ITM2A	0.98423056
ZYG11A	0.984231584
RANBP1	0.984234234
APOBEC1	0.984234234
C17orf85	0.984237537
SLC26A11	0.98424015
CXCL11	0.984241628
COL11A2	0.984243697
MALL	0.9842468
SCAMP1	0.984253462
RASGEF1C	0.984255725
PHOX2A	0.98425656
AJUBA	0.984257519
PRRX2	0.984261501
PEF1	0.984263959
GPANK1	0.984264786
ADPRHL1	0.984265734
CD93	0.984281437
ANGPTL5	0.984281843
ZNF595	0.984282221
ARSB	0.984282908
TMED9	0.984285714
LAT2	0.984287318
NEU2	0.984293194
IGF2	0.984293194
PPAN	0.984293194
KDM4B	0.984296931
SPCS1	0.984302862
RABIF	0.984304007
PSME1	0.984309623
CRBN	0.984310106
MBD2	0.984317343
UBOX5	0.984319316
SYT7	0.984320557
PDF	0.984320557
FOXI2	0.984326019
EEF2K	0.984327485
TTC9C	0.984334204
TCTEX1D4	0.984334204
CYLC1	0.98433676
SHE	0.984338747
ERGIC2	0.984356197
CYP1A1	0.984363082
TUBB2B	0.984366276
STYK1	0.984368894
APOD	0.984375
TMPRSS2	0.984375
NRGN	0.984375
GNA11	0.984375
KRTAP8-1	0.984375
C17orf64	0.984375
UNG	0.984382626
GOLGA4	0.984385795
DCLRE1B	0.984387404
FKBP14	0.984394904
MUM1	0.984398217
GPR183	0.98440208
CROCC	0.984405458
HS3ST3A1	0.98441247
ZNF764	0.984413744
HSPB3	0.984415584
EPOR	0.984419844
MORN4	0.984422328
EMP1	0.98443029
SIK1	0.984434968
SDC1	0.984436985
C11orf70	0.984438984
FNDC5	0.984439834
C8orf82	0.9844479
ZSCAN26	0.984455959
C11orf1	0.984455959
OR7D2	0.984455959
DCTD	0.984458735
FRMD4A	0.984464312
PARK2	0.984468339
C1orf192	0.984476067
AKR1C3	0.984477124
ZFP36L2	0.984485574
MRGPRD	0.984488108
ZNF414	0.984488108
URM1	0.984489796
TPCN1	0.984490112
FAXC	0.984493413
RHOU	0.984494015
ZNF683	0.984496124
IL4I1	0.984500574
BDKRB2	0.984502033
ARHGAP32	0.984504617
MCEE	0.984505364
PITPNC1	0.984506133
C8orf47	0.984506133
CES1	0.984507746
CD84	0.984518626
HUS1	0.984524202
NOLC1	0.984525622
KRT4	0.984528833
GUCY1A2	0.984529357
RASSF9	0.984530387
PDSS1	0.98453927
ZNF557	0.984539705
RAB40C	0.984548336
IMPACT	0.984554061
GAS2L3	0.984554281
COX11	0.984558369
C2CD4D	0.984558824
FOXI1	0.984561404
C12orf61	0.984563758
H1FNT	0.984565394
SMPD3	0.984565549
AATF	0.984569438
NDUFS7	0.984575835
SEMA6A	0.984577421
CRAMP1L	0.98458121
KIAA1456	0.984582669
ARL10	0.984583333
GRIP2	0.98458445
PLA2G2F	0.984585742
BMF	0.984592145
CAPN13	0.984597156
ENHO	0.98459846
C17orf50	0.984600577
SLC47A2	0.984602224
CTBS	0.984605911
TMEM200B	0.984608985
FABP7	0.984615385
IQCF2	0.984615385
FAM174B	0.984615385
SERPINB12	0.984615385
CYS1	0.984615385
SARDH	0.984615385
WWOX	0.984615385
C16orf87	0.984615385
TMEM9	0.984625668
ALG14	0.984631148
ARHGAP22	0.984635083
TMEM231	0.984636395
SNTA1	0.984637542
FAM3A	0.984644914
PIP4K2A	0.984646005
GCA	0.984649123
ZNF599	0.984649824
TRIM59	0.984650806
C9orf135	0.984651712
FAM108A1	0.984654731
FZD1	0.984662577
EIF4A2	0.984664199
MESP1	0.984667802
PGM3	0.984670581
IFIT1B	0.984686064
TGFA	0.984686775
MYO7B	0.9846875
WFDC1	0.984693878
BBS4	0.984693878
PTPRN2	0.984697426
ZNF514	0.984697781
VASN	0.984702953
RNASEL	0.98470948
NRTN	0.98471223
CCDC68	0.984713376
WIPF3	0.984713376
SLC25A52	0.984719864
CALM1	0.984723854
B3GNT2	0.984724292
REEP3	0.984731135
IRF3	0.984732824
ABCC6	0.984732824
MT1G	0.984732824
DOPEY2	0.984738829
DVL1	0.984741144
C15orf26	0.98474253
SLC37A4	0.984745763
